volatile_acidity,density,free_sulfur_dioxide,fixed_acidity,pH,quality,alcohol,citric_acid,sulphates,total_sulfur_dioxide,residual_sugar,chlorides,wine_type
0.32,0.99272,39.0,6.5,3.18,6.0,9.9,0.23,0.46,208.0,1.2,0.054,White
0.54,0.9987,7.0,6.9,3.69,6.0,9.4,0.04,0.91,27.0,3.0,0.077,Red
0.34,0.99494,68.0,6.6,3.15,6.0,9.53333333333333,0.4,0.5,170.0,8.1,0.046,White
0.23,0.9916,24.0,6.2,3.37,3.0,11.0,0.35,0.43,111.0,0.7,0.051,White
0.24,0.99368,3.0,9.7,2.85,6.0,10.0,0.49,0.54,18.0,4.9,0.032,White
0.28,0.9957,26.0,6.2,3.44,7.0,9.8,0.22,0.64,157.0,7.3,0.041,White
0.24,0.99378,32.0,5.2,3.24,6.0,9.9,0.15,0.48,134.0,7.1,0.043,White
0.2,0.997,63.0,8.1,3.1,6.0,10.0,0.36,0.46,162.0,9.7,0.044,White
0.21,0.9954,37.0,7.0,3.25,6.0,10.4,0.28,0.54,222.0,8.7,0.045,White
0.29,0.9944,32.0,7.6,3.14,5.0,10.7,0.26,0.47,160.0,6.5,0.042,White
0.89,0.99786,7.0,10.8,2.99,5.0,10.2,0.3,1.18,60.0,2.6,0.132,Red
0.33,0.99457,22.0,8.0,3.12,6.0,11.6,0.35,0.36,108.0,10.0,0.035,White
0.25,0.99587,52.0,7.3,3.12,5.0,9.2,0.26,0.37,207.0,7.2,0.048,White
0.19,0.9932,17.0,6.0,3.08,6.0,12.0,0.37,0.66,50.0,9.7,0.032,White
0.21,0.9978,38.0,7.5,3.0,5.0,8.7,0.68,0.36,133.0,10.9,0.045,White
0.21,0.9927,33.0,6.5,3.12,6.0,9.7,0.42,0.38,101.0,1.1,0.059,White
0.27,1.001,45.0,7.0,3.0,6.0,8.8,0.36,0.45,170.0,20.7,0.045,White
0.23,0.9907,30.0,8.0,3.23,6.0,12.5,0.46,0.47,125.0,1.5,0.03,White
0.17,0.99684,28.0,6.1,2.87,5.0,9.5,0.42,0.47,124.0,15.1,0.033,White
0.48,0.99226,32.0,6.5,3.14,4.0,9.8,0.02,0.47,99.0,0.9,0.043,White
0.45,0.997,23.0,6.8,3.09,5.0,9.6,0.3,0.44,97.0,11.8,0.094,White
0.335,0.9924,27.0,5.5,3.14,6.0,9.6,0.3,0.51,128.0,2.5,0.071,White
0.26,0.9976,52.5,8.1,3.03,7.0,10.2,0.33,0.49,158.0,11.1,0.052,White
0.61,0.99494,36.0,7.5,3.1,5.0,9.3,0.2,0.4,60.0,1.7,0.076,Red
0.21,0.99221,31.0,6.6,3.22,7.0,10.9,0.39,0.58,102.0,2.3,0.041,White
0.63,0.99558,51.0,6.6,3.2,5.0,9.5,0.0,0.45,77.5,4.3,0.093,Red
0.25,0.99454,58.0,6.2,3.19,5.0,10.4,0.54,0.7,176.0,7.0,0.046,White
0.185,0.99218,47.0,5.2,3.55,6.0,10.15,0.22,0.44,123.0,1.0,0.03,White
0.27,0.9956,48.0,6.2,3.1,6.0,9.0,0.43,0.51,244.0,7.8,0.056,White
0.57,0.99458,4.0,7.7,3.16,6.0,9.8,0.21,0.54,9.0,1.5,0.069,Red
0.32,0.99188,29.0,6.1,3.15,7.0,11.45,0.28,0.36,132.0,6.6,0.021,White
0.28,0.9984,62.0,7.3,3.06,6.0,9.1,0.54,0.45,152.0,12.9,0.049,White
0.2,0.9987,14.0,7.2,3.06,6.0,9.2,0.61,0.36,103.0,16.2,0.043,White
0.39,0.9952,28.0,6.5,3.44,6.0,12.1,0.23,0.55,91.0,8.3,0.051,Red
0.53,0.99615,9.0,7.7,3.35,6.0,9.8,0.06,0.48,39.0,1.7,0.074,Red
0.29,0.9941,38.0,7.8,3.26,8.0,11.2,0.36,0.37,161.0,7.0,0.042,White
0.4,0.99175,27.0,7.7,3.21,8.0,12.3,0.27,0.59,95.0,4.5,0.034,White
0.24,0.99316,36.0,8.0,3.44,7.0,10.4,0.26,0.51,136.0,1.7,0.033,White
0.34,0.9983,37.0,6.4,3.13,4.0,9.0,0.2,0.45,162.0,14.9,0.06,White
0.15,0.98949,45.0,6.6,2.96,6.0,11.7,0.34,0.5,79.0,1.0,0.037,White
0.25,0.9916,31.0,9.2,2.93,7.0,11.3,0.34,0.37,93.0,1.2,0.026,White
0.35,0.9971,5.0,9.9,3.26,5.0,10.6,0.55,0.79,14.0,2.1,0.062,Red
0.85,0.9924,12.0,5.6,3.56,8.0,12.9,0.05,0.82,88.0,1.4,0.045,Red
0.16,0.99156,40.0,5.3,3.57,6.0,10.6,0.39,0.59,101.0,1.0,0.028,White
0.24,0.9974,20.0,8.5,3.2,6.0,10.0,0.39,0.53,142.0,10.4,0.044,White
0.37,0.9976,62.0,6.8,3.19,5.0,8.8,0.51,0.44,163.0,11.8,0.044,White
0.66,0.9989,21.0,9.8,3.37,7.0,11.5,0.39,0.71,59.0,3.2,0.083,Red
0.34,0.9936,29.0,6.8,3.21,5.0,9.5,0.1,0.41,118.0,1.4,0.049,White
0.38,0.99685,31.0,7.2,3.42,6.0,9.5,0.3,0.59,70.0,1.8,0.073,Red
0.715,0.99395,7.0,5.3,3.62,5.0,11.0,0.19,0.61,62.0,1.5,0.161,Red
0.25,0.99976,66.0,7.8,3.22,5.0,8.9,0.34,0.75,184.0,13.7,0.044,White
0.23,0.9953,21.0,8.3,3.09,6.0,9.6,0.3,0.5,153.0,2.1,0.049,White
0.455,0.98746,33.0,5.0,3.21,7.0,14.0,0.18,0.83,106.0,1.9,0.036,White
0.28,0.99544,51.0,6.8,3.02,6.0,10.4,0.29,0.58,149.0,11.9,0.052,White
0.63,0.998,21.0,8.6,3.09,5.0,9.3,0.17,0.52,119.0,2.9,0.099,Red
0.22,0.9931,31.0,7.4,3.42,5.0,11.4,0.33,0.55,101.0,2.0,0.045,White
0.29,0.99024,40.0,6.8,3.09,6.0,12.3,0.22,0.47,122.0,3.4,0.035,White
0.26,0.99312,29.0,7.5,3.45,6.0,10.4,0.25,0.56,129.0,1.7,0.038,White
0.24,0.9975,40.0,6.9,3.2,6.0,11.0,0.36,0.33,139.0,20.8,0.031,White
0.62,0.9951,7.0,7.0,3.08,5.0,9.3,0.18,0.6,50.0,1.5,0.062,Red
0.3,0.9895,50.0,6.1,3.39,7.0,12.7,0.3,0.43,163.0,2.1,0.031,White
0.33,0.99628,6.0,10.2,3.1,6.0,10.4,0.46,0.48,9.0,1.9,0.081,Red
0.35,0.9902,6.0,5.6,3.37,5.0,11.4,0.37,0.34,72.0,1.0,0.038,White
0.34,0.9946,31.0,6.3,3.15,5.0,9.7,0.36,0.49,185.0,4.9,0.035,White
0.29,0.9937,55.0,6.0,3.09,7.0,11.0,0.41,0.59,149.0,10.8,0.048,White
0.48,0.99524,36.0,6.7,3.1,5.0,9.7,0.02,0.53,111.0,2.2,0.08,Red
0.58,0.9968,15.0,7.3,3.46,5.0,10.2,0.3,0.59,55.0,2.4,0.074,Red
0.27,1.00051,50.0,8.0,3.05,6.0,9.2,0.25,0.5,208.0,19.1,0.045,White
0.28,0.9944,24.0,7.8,3.28,5.0,9.5,0.22,0.48,130.0,1.4,0.056,White
0.32,0.99067,25.0,5.8,3.44,7.0,12.2,0.31,0.73,153.0,2.7,0.049,White
0.34,0.99815,31.0,7.7,3.27,6.0,9.2,0.28,0.29,117.0,11.0,0.04,White
0.18,0.992,16.0,7.9,3.18,5.0,10.8,0.37,0.63,75.0,1.2,0.04,White
0.33,0.9919,49.0,6.0,3.41,6.0,11.0,0.2,0.53,159.0,1.8,0.031,White
0.23,0.9898,12.0,7.1,3.25,7.0,12.7,0.39,0.4,65.0,1.6,0.032,White
0.25,0.9898,54.0,6.0,3.43,8.0,12.9,0.28,0.65,126.0,2.2,0.026,White
0.66,0.99976,9.0,9.1,3.28,5.0,9.6,0.15,0.54,59.0,3.2,0.097,Red
0.21,0.9964,40.0,5.9,3.72,4.0,10.0,0.28,0.7,199.0,4.6,0.053,White
0.32,0.998,52.0,7.1,3.1,5.0,8.8,0.24,0.49,204.0,13.1,0.05,White
0.29,0.9953,43.0,6.3,3.15,6.0,9.3,0.4,0.44,167.0,6.5,0.039,White
0.56,0.99669,7.0,6.7,3.46,5.0,10.2,0.09,0.61,22.0,2.9,0.079,Red
0.6,0.99938,13.0,7.5,3.45,5.0,9.5,0.32,0.62,98.0,2.7,0.103,Red
0.16,0.9937,27.0,7.6,3.2,6.0,10.1,0.41,0.53,151.0,1.9,0.047,White
0.225,0.99132,47.0,4.8,3.31,6.0,10.3,0.38,0.4,130.0,1.2,0.074,White
0.31,0.99642,36.0,6.4,3.17,5.0,9.1,0.53,0.44,221.0,8.8,0.057,White
0.35,0.9991,54.0,6.6,3.17,6.0,8.9,0.29,0.58,177.0,14.4,0.044,White
0.4,0.9991,10.0,8.9,3.38,7.0,10.5,0.32,0.77,47.0,5.6,0.087,Red
0.88,0.99636,12.0,6.6,3.53,5.0,9.9,0.04,0.56,20.0,2.2,0.066,Red
0.18,0.9923,40.0,6.0,3.49,6.0,10.8,0.27,0.62,143.0,1.5,0.089,White
0.62,0.99746,17.0,7.2,3.51,5.0,9.7,0.06,0.53,84.0,2.5,0.078,Red
0.22,0.9984,50.0,6.8,3.44,5.0,9.8,0.3,0.39,180.0,13.6,0.055,White
0.43,0.9986,8.0,10.7,2.89,5.0,9.6,0.39,0.5,32.0,2.2,0.106,Red
0.32,0.9912,18.0,7.8,3.21,7.0,11.7,0.33,0.65,101.0,2.4,0.037,White
0.35,0.99908,33.0,6.2,3.15,6.0,8.8,0.2,0.5,158.0,18.1,0.069,White
0.4,0.9959,30.0,6.9,3.26,5.0,10.0,0.24,0.58,45.0,2.5,0.083,Red
0.26,0.98978,29.0,7.3,3.07,6.0,12.0,0.32,0.45,94.0,1.2,0.041,White
0.28,0.9906,16.0,6.8,3.19,6.0,12.4,0.35,0.56,85.0,2.3,0.042,White
0.64,0.9961,8.0,7.4,3.3,5.0,9.6,0.07,0.58,23.0,1.8,0.1,Red
0.14,0.9956,54.0,7.0,3.22,6.0,9.4,0.32,0.43,141.0,9.0,0.039,White
0.58,0.9992,6.0,11.9,3.05,5.0,10.0,0.66,0.56,37.0,2.5,0.072,Red
0.16,0.9914,33.0,6.4,3.31,6.0,11.1,0.28,0.43,93.0,2.2,0.042,White
0.2,0.9941,30.0,7.6,3.46,7.0,10.8,0.39,0.44,180.0,2.6,0.044,White
0.43,0.99788,7.0,8.3,3.36,5.0,10.5,0.3,0.61,34.0,3.4,0.079,Red
0.22,0.99206,30.0,6.6,3.2,6.0,11.8,0.36,0.47,105.0,5.5,0.029,White
0.52,0.9968,12.0,7.5,3.38,7.0,9.5,0.16,0.62,35.0,1.9,0.085,Red
0.34,0.9914,44.0,7.0,2.99,6.0,10.8,0.3,0.45,142.0,1.8,0.045,White
0.3,0.9889,31.0,6.2,2.97,6.0,12.2,0.21,0.42,111.0,1.1,0.032,White
0.24,0.9982,39.0,7.7,3.06,7.0,9.6,0.29,0.47,194.0,15.3,0.044,White
0.29,0.9974,48.0,6.8,3.09,5.0,9.4,0.5,0.45,194.0,13.3,0.053,White
0.32,0.9957,13.0,5.2,3.38,5.0,9.2,0.25,0.55,50.0,1.8,0.103,Red
0.25,0.9972,44.0,5.8,3.29,5.0,9.3,0.26,0.38,148.0,13.1,0.051,White
0.27,0.99236,23.0,7.6,3.06,5.0,10.5,0.32,0.68,72.0,1.2,0.043,White
0.27,0.99204,42.0,5.0,3.32,6.0,10.1,0.4,0.47,124.0,1.2,0.076,White
0.32,0.9956,17.0,8.9,3.13,5.0,9.4,0.49,0.34,131.0,1.6,0.05,White
0.35,0.99918,20.0,10.0,3.15,5.0,9.4,0.45,0.43,88.0,2.5,0.092,Red
0.28,0.99592,61.0,6.3,3.12,6.0,9.5,0.47,0.51,183.0,11.2,0.04,White
0.18,0.993,18.0,6.6,3.42,6.0,10.8,0.28,0.64,91.0,3.3,0.044,White
0.63,0.9967,15.0,7.7,3.32,6.0,9.5,0.08,0.54,27.0,1.9,0.076,Red
0.35,0.9932,46.0,6.4,3.16,5.0,9.5,0.21,0.5,171.0,2.1,0.051,White
1.04,0.99648,19.0,6.7,3.52,4.0,11.0,0.08,0.57,32.0,2.3,0.067,Red
0.48,0.9889,22.0,6.7,3.15,7.0,12.7,0.32,0.53,121.0,1.4,0.021,White
0.26,0.99192,12.0,7.2,3.18,5.0,10.4,0.38,0.46,120.0,1.5,0.061,White
0.2,0.99242,7.0,8.1,2.99,5.0,10.3,0.3,0.73,49.0,1.3,0.036,White
0.38,0.9906,7.0,7.6,3.0,6.0,12.6,0.28,0.41,112.0,4.2,0.029,White
0.64,0.99612,5.0,8.0,3.37,5.0,11.0,0.22,0.58,33.0,2.4,0.094,Red
0.34,0.9983,37.0,6.4,3.13,4.0,9.0,0.2,0.45,162.0,14.9,0.06,White
0.42,0.99,15.0,6.6,3.28,6.0,13.4,0.33,0.51,85.0,2.8,0.034,White
0.19,0.9912,22.0,6.7,3.23,6.0,11.1,0.34,0.57,94.0,1.0,0.022,White
0.24,0.9928,35.0,7.3,3.17,5.0,10.9,0.39,0.51,116.0,3.6,0.024,White
0.35,0.9931,42.0,7.7,3.14,8.0,12.4,0.49,0.38,186.0,8.65,0.033,White
0.185,0.9918,28.0,5.6,3.55,6.0,10.3,0.49,0.45,117.0,1.1,0.03,White
0.73,0.9968,5.0,8.2,3.2,5.0,9.5,0.21,0.52,13.0,1.7,0.074,Red
0.23,0.9912,31.0,7.0,3.16,7.0,10.8,0.35,0.48,113.0,1.4,0.036,White
0.46,0.99425,7.0,6.2,3.61,5.0,11.4,0.17,0.54,11.0,1.6,0.073,Red
0.28,0.99434,28.0,7.8,3.23,5.0,9.8,0.31,0.64,208.0,2.1,0.046,White
0.38,0.99001,19.0,9.0,2.93,5.0,12.9,0.53,0.57,76.0,2.1,0.102,White
0.31,0.9975,57.0,6.4,3.17,5.0,9.6,0.26,0.41,205.0,13.2,0.046,White
0.27,0.9911,35.0,6.3,3.38,6.0,12.2,0.49,0.42,92.0,1.2,0.063,White
0.45,0.9957,17.0,8.7,3.27,6.0,10.1,0.4,0.57,100.0,1.5,0.067,White
0.34,0.9931,12.0,6.8,3.06,5.0,9.7,0.69,0.47,171.0,1.3,0.058,White
0.36,0.9986,6.0,10.6,3.04,5.0,9.4,0.59,1.05,18.0,2.2,0.152,Red
0.16,0.9984,25.0,7.4,2.9,7.0,8.7,0.27,0.43,135.0,15.5,0.05,White
0.2,0.99532,29.0,7.4,3.16,7.0,9.8,0.28,0.47,95.0,9.1,0.047,White
0.15,0.9946,19.0,7.5,3.24,5.0,10.0,0.38,0.44,101.0,1.8,0.054,White
0.21,0.9931,46.0,7.2,2.95,6.0,9.2,1.0,0.43,114.0,1.1,0.154,White
0.4,0.99462,7.0,9.1,3.21,8.0,12.5,0.5,0.69,16.0,1.8,0.071,Red
0.46,0.99392,18.0,7.7,3.12,6.0,10.8,0.18,0.51,143.0,3.3,0.054,White
0.16,0.99058,32.0,6.8,3.02,6.0,11.3,0.36,0.58,98.0,1.3,0.034,White
0.21,0.99655,61.0,6.2,3.14,6.0,9.4,0.18,0.52,155.0,11.6,0.044,White
0.13,0.99737,56.0,7.1,3.16,7.0,9.7,0.29,0.41,115.5,15.5,0.064,White
0.74,0.99508,7.0,6.9,3.45,6.0,11.5,0.03,0.63,16.0,2.3,0.054,Red
0.22,0.9938,28.0,8.1,3.22,6.0,11.0,0.43,0.45,129.0,1.5,0.044,White
0.54,1.00369,55.0,10.2,3.18,6.0,9.0,0.37,0.77,95.0,15.4,0.214,Red
0.15,0.9932,10.0,7.7,3.35,5.0,10.1,0.29,0.39,64.0,1.3,0.029,White
0.36,0.99622,38.0,6.2,3.27,5.0,9.4,0.14,0.5,155.0,8.9,0.036,White
0.26,0.996,59.0,7.8,3.22,6.0,10.0,0.74,0.64,160.0,7.5,0.044,White
0.27,0.9962,45.0,6.3,3.23,5.0,9.0,0.18,0.47,186.0,7.7,0.048,White
0.45,0.9957,25.0,8.0,3.06,7.0,11.4,0.28,0.47,157.0,10.8,0.051,White
0.29,0.9968,20.0,7.5,3.08,5.0,9.3,0.31,0.54,151.0,8.95,0.055,White
0.32,0.99578,44.0,7.4,3.1,5.0,10.4,0.22,0.45,150.0,11.7,0.035,White
0.22,0.98998,38.0,6.3,3.14,7.0,11.6,0.28,0.37,102.0,2.4,0.042,White
0.4,0.99174,51.0,7.0,3.0,6.0,11.4,0.25,0.55,189.0,1.8,0.05,White
0.28,0.99535,51.0,6.4,3.23,6.0,10.7,0.22,0.43,150.0,12.8,0.039,White
0.32,0.9958,8.0,7.5,3.14,3.0,9.1,0.24,0.5,134.0,4.6,0.053,White
0.84,0.99842,16.0,6.9,3.53,6.0,9.23333333333333,0.21,0.72,65.0,4.1,0.074,Red
0.17,0.9939,23.0,7.4,3.52,6.0,10.4,0.29,0.65,107.0,1.4,0.047,White
0.17,0.99152,33.0,6.4,3.03,6.0,10.4,0.3,0.49,125.0,2.8,0.034,White
0.22,1.0003,45.0,8.0,3.21,7.0,8.6,0.42,0.69,163.0,14.6,0.044,White
0.16,0.99518,59.0,6.8,3.2,6.0,10.8,0.29,0.4,143.0,10.4,0.046,White
0.27,0.9938,47.0,7.0,3.23,6.0,11.4,0.32,0.39,193.0,6.8,0.047,White
0.25,0.994,25.0,7.1,3.43,6.0,10.5,0.3,0.61,122.0,2.4,0.042,White
0.34,0.99408,43.0,8.2,3.23,6.0,12.0,0.37,0.81,74.0,1.9,0.057,Red
0.645,0.99675,15.0,7.2,3.37,6.0,9.2,0.0,0.58,39.0,1.9,0.097,Red
0.17,0.99578,56.0,7.15,3.15,6.0,10.2,0.24,0.44,178.0,9.6,0.119,White
0.64,0.99545,14.0,6.8,3.36,6.0,10.4,0.03,0.58,31.0,2.3,0.075,Red
0.28,0.9912,26.0,6.5,3.32,7.0,11.6,0.29,0.41,107.0,2.7,0.038,White
0.33,0.9951,42.0,6.4,3.19,6.0,9.3,0.31,0.66,173.0,5.5,0.048,White
0.37,0.99526,21.0,9.3,3.24,7.0,10.8,0.44,0.81,42.0,1.6,0.038,Red
0.37,0.9902,13.0,5.2,3.37,6.0,11.7,0.33,0.38,81.0,1.2,0.028,White
0.31,0.9925,29.0,8.1,3.01,7.0,13.0,0.36,0.34,142.0,8.2,0.028,White
0.26,0.9974,11.0,8.3,3.21,6.0,9.4,0.42,0.8,27.0,2.0,0.08,Red
0.29,0.99714,21.0,7.9,3.31,6.0,10.1,0.49,0.67,59.0,2.2,0.096,Red
0.315,0.9987,5.0,11.5,2.98,6.0,9.2,0.54,0.7,15.0,2.1,0.084,Red
0.16,0.9906,49.0,6.6,3.35,8.0,12.4,0.32,0.64,186.0,1.4,0.035,White
0.3,0.9925,17.0,6.4,3.23,6.0,12.2,0.27,0.44,135.0,4.4,0.055,White
0.42,0.9948,24.0,6.7,3.16,6.0,11.3,0.27,0.57,148.0,8.6,0.068,Red
0.64,0.997,9.0,7.0,3.47,6.0,9.4,0.02,0.67,23.0,2.1,0.067,Red
0.24,0.99636,42.0,7.0,3.47,6.0,10.2,0.24,0.46,219.0,9.0,0.03,White
0.33,0.9937,34.0,4.8,3.35,5.0,9.9,0.0,0.61,163.0,6.5,0.028,White
0.38,0.99604,41.0,6.4,3.11,5.0,9.2,0.24,0.6,151.0,7.2,0.047,White
0.29,0.9914,42.0,6.0,3.32,6.0,11.1,0.21,0.43,168.0,1.3,0.055,White
0.31,0.9949,55.0,5.8,3.19,5.0,9.8,0.31,0.46,230.0,7.5,0.052,White
0.78,0.9983,45.0,8.3,3.48,5.0,10.0,0.1,0.53,87.0,2.6,0.081,Red
0.63,0.9988,29.0,9.2,3.28,5.0,9.6,0.21,0.58,65.0,2.7,0.097,Red
0.18,0.9941,23.0,7.5,3.27,6.0,10.3,0.39,0.45,91.0,1.9,0.054,White
0.26,0.99644,31.0,7.1,3.17,5.0,11.2,0.32,0.37,170.0,16.2,0.044,White
0.3,0.9941,16.0,7.8,3.32,5.0,10.0,0.37,0.62,96.0,1.3,0.051,White
0.12,0.99552,10.0,8.9,3.41,7.0,11.9,0.45,0.76,21.0,1.8,0.075,Red
0.22,0.98948,26.0,5.7,3.35,7.0,12.5,0.28,0.38,101.0,1.3,0.027,White
0.19,0.99184,23.0,8.5,2.9,6.0,10.5,0.48,0.5,58.0,1.1,0.026,White
0.12,0.99229,43.0,6.7,3.07,7.0,10.1,0.36,0.67,125.0,2.3,0.039,White
0.2,0.99396,35.0,6.6,2.93,6.0,9.4,0.14,0.45,168.0,4.4,0.184,White
0.11,0.9962,41.0,6.7,3.42,7.0,9.3,0.34,0.4,113.0,8.8,0.043,White
0.35,0.99908,33.0,6.2,3.15,6.0,8.8,0.2,0.5,158.0,18.1,0.069,White
0.35,0.9934,29.0,6.2,3.22,5.0,9.1,0.03,0.54,120.0,1.2,0.064,White
0.5,0.99704,6.0,9.3,3.27,6.0,10.8,0.36,0.77,17.0,1.8,0.084,Red
0.27,0.9964,31.0,6.0,3.69,5.0,10.0,0.28,0.71,201.0,4.8,0.063,White
0.19,1.0006,48.0,8.1,3.2,6.0,9.1,0.58,0.62,181.0,16.65,0.049,White
0.24,0.9958,48.0,6.5,3.45,7.0,9.7,0.32,0.54,203.0,7.6,0.038,White
1.185,0.9966,5.0,7.4,3.63,3.0,10.7,0.0,0.54,14.0,4.25,0.097,Red
0.24,0.996,49.0,8.1,3.37,6.0,10.8,0.38,0.74,172.0,4.3,0.044,White
0.5,0.998,23.0,12.0,2.92,7.0,10.5,0.59,0.68,42.0,1.4,0.073,Red
0.18,0.9916,47.0,7.1,2.95,6.0,10.5,0.42,0.31,157.0,1.4,0.045,White
0.22,0.9914,40.0,7.0,2.98,6.0,10.5,0.32,0.44,120.0,1.6,0.045,White
0.605,0.995,10.0,7.2,3.46,6.0,11.8,0.02,0.53,31.0,1.9,0.096,Red
0.39,0.9922,23.0,6.6,3.12,6.0,11.5,0.49,0.5,149.0,1.7,0.07,Red
0.24,0.99659,65.0,6.3,3.06,6.0,9.3,0.22,0.58,179.0,11.9,0.05,White
0.29,0.99308,27.0,5.1,3.36,6.0,11.0,0.28,0.37,107.0,8.3,0.026,White
0.15,0.98964,19.0,6.5,3.18,6.0,12.3,0.32,0.41,76.0,1.3,0.036,White
0.185,0.99438,36.0,5.4,3.26,6.0,9.5,0.19,0.41,110.0,7.1,0.048,White
0.63,0.99689,12.0,6.4,3.58,5.0,9.8,0.21,0.66,32.0,1.6,0.08,Red
0.965,0.99756,16.0,7.4,3.58,5.0,10.2,0.0,0.67,32.0,2.2,0.088,Red
0.16,0.992,45.0,6.5,3.18,6.0,11.2,0.33,0.44,114.0,4.8,0.043,White
0.26,0.9902,33.0,6.9,3.16,6.0,12.5,0.29,0.31,114.0,4.2,0.043,White
0.225,0.9918,29.0,6.4,3.24,6.0,12.1,0.48,0.58,104.0,2.2,0.115,White
0.12,0.9939,43.0,6.2,3.42,6.0,9.0,0.34,0.51,117.0,1.5,0.045,White
0.2,0.9954,28.0,9.3,3.16,4.0,9.0,0.33,0.43,178.0,1.7,0.05,White
0.31,0.99663,32.0,7.1,3.14,5.0,9.5,0.25,0.4,136.0,11.2,0.048,White
0.69,0.9992,13.0,8.7,3.36,5.0,9.4,0.0,0.45,33.0,3.2,0.084,Red
0.31,0.9954,12.0,5.6,3.32,5.0,9.2,0.37,0.58,96.0,1.4,0.074,Red
0.31,0.99248,20.0,3.8,3.75,6.0,12.4,0.02,0.44,114.0,11.1,0.036,White
0.41,0.993,10.0,6.9,3.0,4.0,11.6,0.22,0.86,102.0,4.2,0.031,White
0.105,0.99142,44.0,6.4,3.17,7.0,10.7,0.29,0.55,140.0,1.1,0.035,White
0.54,0.9982,41.0,9.0,3.08,5.0,9.2,0.49,0.61,110.0,2.9,0.094,Red
0.23,0.9958,56.0,6.8,3.22,6.0,9.3,0.42,0.48,189.0,7.4,0.044,White
0.19,0.9986,39.0,7.4,3.1,6.0,9.2,0.31,0.5,193.0,14.5,0.045,White
0.26,0.9928,38.0,5.9,3.58,5.0,9.4,0.3,0.48,114.0,1.0,0.036,White
0.14,0.9945,50.0,7.5,3.29,6.0,9.6,0.34,0.8,153.0,1.3,0.055,White
0.22,0.9922,10.0,7.7,3.3,6.0,11.8,0.42,0.49,87.0,1.9,0.052,White
0.16,0.9978,50.0,6.9,3.39,6.0,9.6,0.3,0.38,185.0,9.6,0.057,White
0.5,0.9938,23.0,8.1,3.21,5.0,10.9,0.47,0.42,126.0,1.1,0.037,White
0.18,0.9923,20.0,6.1,3.37,6.0,11.3,0.36,0.79,249.5,2.0,0.038,White
0.26,0.9941,29.0,8.6,2.96,5.0,10.0,0.41,0.44,111.0,2.2,0.049,White
0.16,0.992,15.0,6.6,3.38,6.0,11.2,0.3,0.44,78.0,1.6,0.034,White
0.23,0.99853,42.0,6.3,3.12,6.0,9.3,0.22,0.6,151.0,17.45,0.054,White
0.26,1.0011,33.0,7.5,3.17,5.0,8.8,0.26,0.39,139.0,18.35,0.084,White
0.22,0.99526,59.0,6.6,3.22,5.0,10.8,0.34,0.4,140.0,11.6,0.05,White
0.785,0.98981,23.0,4.7,3.53,6.0,13.8,0.0,0.92,134.0,3.4,0.036,White
0.27,0.9953,57.0,6.6,3.31,5.0,9.8,0.29,0.79,189.0,5.3,0.045,White
0.09,0.993,24.0,7.1,2.99,6.0,10.9,0.3,0.39,134.0,6.2,0.032,White
0.78,0.9988,6.0,9.5,3.26,6.0,10.6,0.22,0.56,32.0,1.9,0.077,Red
0.15,0.99792,29.0,7.0,2.96,7.0,9.0,0.28,0.39,149.0,14.7,0.051,White
0.37,0.9982,53.0,6.4,3.14,6.0,8.5,0.49,0.48,243.0,13.3,0.045,White
0.31,0.9941,50.0,6.2,3.15,5.0,10.0,0.21,0.6,218.0,6.3,0.041,White
0.22,0.99296,31.0,6.3,3.12,6.0,10.4,0.22,0.46,128.0,5.6,0.039,White
0.53,0.98856,34.0,5.4,3.2,8.0,13.2,0.16,0.53,128.0,2.7,0.036,White
0.39,0.9906,27.0,5.6,3.28,5.0,12.7,0.24,0.36,77.0,4.7,0.034,White
0.36,0.99716,26.0,7.6,3.46,6.0,9.5,0.31,0.62,65.0,1.7,0.079,Red
0.56,0.99397,13.0,6.6,3.42,7.0,11.7,0.14,0.62,29.0,2.4,0.064,Red
0.46,0.9912,40.0,7.9,3.18,7.0,12.8,0.32,0.44,138.0,4.1,0.033,White
0.445,0.99426,11.0,4.6,3.79,5.0,10.2,0.0,0.55,178.0,1.4,0.053,White
0.14,0.99084,53.0,6.4,3.38,7.0,11.5,0.31,0.35,138.0,1.2,0.034,White
0.5,1.0001,5.0,10.8,3.05,5.0,9.5,0.46,0.64,27.0,2.5,0.073,Red
0.42,0.9978,48.0,6.4,3.12,6.0,9.0,0.74,0.58,209.0,12.8,0.076,White
0.55,0.9974,27.0,6.2,3.17,6.0,9.3,0.45,0.5,186.0,12.0,0.049,White
0.34,0.9939,33.0,4.8,3.36,6.0,9.9,0.0,0.61,163.0,6.5,0.028,White
0.2,1.0004,51.0,8.4,3.34,6.0,8.9,0.38,0.82,170.0,11.8,0.055,White
0.24,0.9978,10.0,10.2,3.14,5.0,10.4,0.49,0.61,28.0,2.4,0.075,Red
0.4,0.99052,17.0,5.7,3.18,6.0,12.4,0.35,0.67,113.0,5.1,0.026,White
0.36,0.99534,24.0,7.2,3.4,7.0,11.0,0.46,0.85,44.0,2.1,0.074,Red
0.75,0.99242,11.0,7.1,3.39,6.0,12.8,0.01,0.4,18.0,2.2,0.059,Red
0.3,0.99428,26.0,6.9,3.18,6.0,9.3,0.25,0.5,124.0,3.3,0.041,White
